survived,pclass,fare,alone,sex_male,who_man,who_woman,embark_town_Queenstown,embark_town_Southampton
0,2,39.0,False,True,True,False,False,True
0,2,41.5792,False,True,True,False,False,False
0,3,39.6875,False,True,False,False,False,True
0,3,10.1708,True,True,True,False,False,True
0,3,7.7958,True,True,True,False,False,True
1,1,211.3375,False,False,False,False,False,True
1,1,57.0,False,True,True,False,False,True
1,3,13.4167,False,False,False,False,False,False
1,3,56.4958,True,True,True,False,False,True
0,3,7.225,True,True,True,False,False,False
0,1,26.55,True,True,True,False,False,True
0,2,13.5,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
1,3,7.7333,True,False,False,True,True,False
0,1,110.8833,False,True,True,False,False,False
0,3,7.65,True,True,True,False,False,True
1,1,227.525,False,False,False,True,False,False
1,1,26.2875,True,True,True,False,False,True
0,3,14.4542,False,False,False,True,False,False
0,3,7.7417,True,True,True,False,True,False
0,3,7.8542,False,True,True,False,False,True
0,2,26.0,True,True,True,False,False,True
1,2,13.5,True,False,False,True,False,True
1,1,26.2875,True,True,True,False,False,True
1,1,151.55,True,False,False,True,False,True
1,3,15.2458,False,True,True,False,False,False
1,1,49.5042,True,False,False,True,False,False
0,1,26.55,True,True,True,False,False,True
1,1,52.0,False,True,True,False,False,True
0,3,9.4833,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
0,3,7.65,True,True,True,False,False,True
1,1,227.525,True,False,False,True,False,False
1,2,10.5,True,False,False,True,False,True
0,3,15.5,True,True,True,False,True,False
0,3,7.775,True,True,True,False,False,True
1,2,33.0,False,False,False,False,False,True
0,3,7.0542,False,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
1,1,53.1,False,True,True,False,False,True
0,3,8.6625,True,True,True,False,False,True
1,2,21.0,False,False,False,True,False,True
1,3,7.7375,True,False,False,True,True,False
0,2,26.0,False,True,True,False,False,True
0,3,7.925,False,False,False,True,False,True
1,1,211.3375,True,False,False,True,False,True
0,3,18.7875,True,True,False,False,False,False
0,2,0.0,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
0,3,16.1,True,True,True,False,False,True
0,3,34.375,False,False,False,True,False,True
1,1,512.3292,True,True,True,False,False,False
0,3,7.8958,True,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
1,1,30.0,True,True,True,False,False,True
0,1,78.85,False,True,True,False,False,True
1,1,262.375,False,False,False,True,False,False
0,3,16.1,False,True,True,False,False,True
1,3,7.925,True,True,True,False,False,True
0,1,71.0,False,True,True,False,False,True
0,3,20.25,False,True,True,False,False,True
1,2,13.0,True,False,False,True,False,True
0,1,53.1,False,True,True,False,False,True
0,3,7.75,True,True,True,False,True,False
1,2,23.0,False,False,False,False,False,True
1,3,12.475,False,True,False,False,False,True
0,3,9.5,True,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
1,2,65.0,False,False,False,True,False,True
1,2,14.5,False,True,False,False,False,True
0,3,7.7958,True,True,True,False,False,True
0,2,11.5,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
1,1,86.5,True,False,False,True,False,True
0,3,14.5,True,True,True,False,False,True
0,3,7.125,True,True,True,False,False,True
1,3,7.2292,True,True,True,False,False,False
1,1,120.0,False,False,False,True,False,True
0,3,7.775,True,True,True,False,False,True
1,1,77.9583,False,False,False,True,False,True
0,1,39.6,True,True,True,False,False,False
0,3,7.75,True,False,False,True,True,False
0,3,24.15,False,True,True,False,True,False
0,3,8.3625,True,True,True,False,False,True
0,3,9.5,True,True,True,False,False,True
0,3,7.8542,True,True,True,False,False,True
0,2,10.5,True,False,False,True,False,True
0,3,7.225,True,True,True,False,False,False
1,2,23.0,False,False,False,True,False,True
0,3,7.75,True,True,True,False,False,True
0,3,7.75,True,True,True,False,True,False
1,3,12.475,True,False,False,False,False,True
0,3,7.7375,True,True,True,False,True,False
1,1,211.3375,False,False,False,True,False,True
1,3,7.2292,True,False,False,False,False,False
1,1,57.0,False,False,False,True,False,True
0,1,30.0,True,True,True,False,False,True
0,3,23.45,False,True,True,False,False,True
0,3,7.05,True,True,True,False,False,True
0,3,7.25,True,True,True,False,False,True
1,3,7.4958,True,False,False,True,False,True
0,3,29.125,False,True,False,False,True,False
1,3,20.575,False,True,False,False,False,True
0,1,79.2,True,True,True,False,False,False
0,3,7.75,True,True,True,False,True,False
0,2,26.0,True,True,True,False,False,True
0,3,69.55,False,False,False,True,False,True
0,1,30.6958,True,True,True,False,False,False
0,3,7.8958,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
1,1,25.9292,True,False,False,True,False,True
1,3,8.6833,True,False,False,True,False,True
0,3,7.2292,True,True,True,False,False,False
0,3,24.15,False,False,False,True,False,True
0,2,13.0,True,True,True,False,False,True
1,2,26.25,False,False,False,True,False,True
1,1,120.0,False,True,False,False,False,True
1,3,8.5167,False,True,False,False,False,False
1,3,6.975,True,True,True,False,False,True
0,3,7.775,True,True,True,False,False,True
0,1,0.0,True,True,True,False,False,True
0,3,7.775,True,False,False,True,False,True
0,2,13.0,True,True,True,False,False,True
1,1,53.1,False,False,False,True,False,True
0,3,7.8875,True,True,True,False,False,True
0,3,24.15,True,True,True,False,False,True
0,2,10.5,True,True,True,False,False,True
0,3,31.275,False,False,False,False,False,True
0,3,8.05,True,True,True,False,False,True
0,1,0.0,True,True,True,False,False,True
0,3,7.925,True,False,False,True,False,True
0,2,37.0042,False,True,True,False,False,False
0,3,6.45,True,True,True,False,False,True
0,3,27.9,False,True,False,False,False,True
1,1,93.5,False,False,False,True,False,True
1,3,8.6625,True,True,True,False,False,True
0,1,0.0,True,True,True,False,False,True
1,3,12.475,False,False,False,True,False,True
0,3,39.6875,False,True,False,False,False,True
0,3,6.95,True,True,True,False,True,False
0,3,56.4958,True,True,True,False,False,True
1,2,37.0042,False,True,False,False,False,False
1,3,7.75,True,True,True,False,True,False
1,1,80.0,True,False,False,True,False,True
1,3,14.4542,False,False,False,False,False,False
1,2,18.75,False,True,False,False,False,True
0,3,7.2292,True,True,True,False,False,False
0,3,7.8542,True,True,True,False,False,True
0,3,8.3,True,True,True,False,False,True
1,1,83.1583,False,False,False,True,False,False
0,3,8.6625,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
1,3,56.4958,True,True,True,False,False,True
1,1,29.7,True,True,True,False,False,False
0,3,7.925,True,True,True,False,False,True
0,2,10.5,True,True,True,False,False,True
1,1,31.0,True,False,False,True,False,False
0,3,6.4375,True,True,True,False,False,False
0,3,8.6625,True,True,True,False,False,True
0,3,7.55,True,True,True,False,False,True
0,3,69.55,False,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,False
0,2,33.0,False,True,True,False,False,True
1,1,89.1042,False,False,False,True,False,False
0,3,31.275,False,True,False,False,False,True
0,3,7.775,True,True,True,False,False,True
0,3,15.2458,False,False,False,False,False,False
1,1,39.4,False,False,False,True,False,True
0,2,26.0,False,False,False,True,False,True
1,3,9.35,False,False,False,True,False,True
1,1,164.8667,False,False,False,True,False,True
1,1,26.55,True,True,True,False,False,True
1,3,19.2583,False,False,False,True,False,False
0,3,7.2292,True,True,True,False,False,False
0,3,14.1083,False,True,True,False,False,True
0,2,11.5,False,True,True,False,False,True
1,1,25.9292,True,False,False,True,False,True
0,3,69.55,False,False,False,True,False,True
0,2,13.0,True,True,True,False,False,True
1,2,13.0,True,False,False,True,False,True
1,2,13.8583,False,False,False,True,False,False
0,1,50.4958,True,True,True,False,False,True
0,3,9.5,True,True,True,False,False,True
1,3,11.1333,False,True,False,False,False,True
0,3,7.8958,True,True,True,False,False,True
1,1,52.5542,False,False,False,True,False,True
0,1,5.0,True,True,True,False,False,True
0,3,9.0,True,True,True,False,False,True
1,2,24.0,False,False,False,True,False,False
1,3,7.225,True,False,False,False,False,False
0,3,9.8458,True,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
1,1,83.1583,False,False,False,True,False,False
1,2,26.0,False,False,False,True,False,True
0,3,7.8958,True,True,True,False,False,True
0,3,10.5167,True,False,False,True,False,True
0,2,10.5,True,True,True,False,False,True
0,3,7.05,True,True,True,False,False,True
0,3,29.125,False,False,False,True,True,False
0,2,13.0,True,True,True,False,False,True
1,1,30.0,True,False,False,True,False,True
0,3,23.45,False,False,False,True,False,True
1,1,30.0,True,True,True,False,False,False
0,3,7.75,True,True,True,False,True,False
